_id,Tolueno,fecha,id_estacion,nombre,provincia,unidad_medicion,SO2,PM10,"PM2,5",O3 8h,NOX
2024-04-1160,1.39,2024-04-11,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1171,2.41,2024-04-11,71,DURANGO,48,µg/m3,,,,,
2024-04-11103,1.07,2024-04-11,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1163,1.63,2024-04-11,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1194,,2024-04-11,94,ZELAIETA PARQUE,48,µg/m3,7,,,,
2024-04-1159,,2024-04-11,59,BARAKALDO,48,µg/m3,10,,,,
2024-04-1181,,2024-04-11,81,Mª DIAZ HARO,48,µg/m3,2,,,,
2024-04-1190,,2024-04-11,90,ALGORTA (BBIZI2),48,µg/m3,6,,,,
2024-04-1156,,2024-04-11,56,ERANDIO,48,µg/m3,4,,,,
2024-04-1191,,2024-04-11,91,ZIERBENA (Puerto),48,µg/m3,,22,,,
2024-04-1195,,2024-04-11,95,MONTORRA,48,µg/m3,6,,,,
2024-04-1193,,2024-04-11,93,CASTREJANA,48,µg/m3,,14,,,
2024-04-1158,,2024-04-11,58,BASAURI,48,µg/m3,2,,,,
2024-04-1162,,2024-04-11,62,EUROPA,48,µg/m3,2,,,,
2024-04-1192,,2024-04-11,92,ARRAIZ (Monte),48,µg/m3,7,,,,
2024-04-11102,,2024-04-11,102,LARRABETZU,48,µg/m3,,,,51,
2024-04-11210,,2024-04-11,210,LEMONA,48,µg/m3,5,,,,
2024-04-1164,,2024-04-11,64,MUNDAKA,48,µg/m3,,,4,,
2024-04-1184,,2024-04-11,84,SERANTES,48,µg/m3,,,,73,
2024-04-1196,,2024-04-11,96,SANTURCE,48,µg/m3,7,,,,
2024-04-1197,,2024-04-11,97,SESTAO,48,µg/m3,,,,,40
2024-04-1154,,2024-04-11,54,ZALLA,48,µg/m3,7,,,,
2024-04-1161,,2024-04-11,61,SANGRONIZ,48,µg/m3,,,8,,
2024-04-11100,,2024-04-11,100,ALONSOTEGI,48,µg/m3,,,4,,
2024-04-11202,,2024-04-11,202,URKIOLA,48,µg/m3,,,,85,
2024-04-11204,,2024-04-11,204,SAN MIGUEL,48,µg/m3,,10,,,
2024-04-12203,5.54,2024-04-12,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1257,3.83,2024-04-12,57,ABANTO,48,µg/m3,,,,,
2024-04-1298,0,2024-04-12,98,MUNOA,48,µg/m3,,,,,
2024-04-1260,2.42,2024-04-12,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1271,5.47,2024-04-12,71,DURANGO,48,µg/m3,,,,,
2024-04-12103,1.07,2024-04-12,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1263,4.49,2024-04-12,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1294,,2024-04-12,94,ZELAIETA PARQUE,48,µg/m3,7,,,,
2024-04-1259,,2024-04-12,59,BARAKALDO,48,µg/m3,15,,,,
2024-04-1281,,2024-04-12,81,Mª DIAZ HARO,48,µg/m3,3,,,,
2024-04-1290,,2024-04-12,90,ALGORTA (BBIZI2),48,µg/m3,6,,,,
2024-04-1256,,2024-04-12,56,ERANDIO,48,µg/m3,6,,,,
2024-04-1291,,2024-04-12,91,ZIERBENA (Puerto),48,µg/m3,,28,,,
2024-04-1295,,2024-04-12,95,MONTORRA,48,µg/m3,6,,,,
2024-04-1293,,2024-04-12,93,CASTREJANA,48,µg/m3,,18,,,
2024-04-1258,,2024-04-12,58,BASAURI,48,µg/m3,7,,,,
2024-04-1262,,2024-04-12,62,EUROPA,48,µg/m3,8,,,,
2024-04-1292,,2024-04-12,92,ARRAIZ (Monte),48,µg/m3,11,,,,
2024-04-12102,,2024-04-12,102,LARRABETZU,48,µg/m3,,,,53,
2024-04-12210,,2024-04-12,210,LEMONA,48,µg/m3,5,,,,
2024-04-1264,,2024-04-12,64,MUNDAKA,48,µg/m3,,,5,,
2024-04-1284,,2024-04-12,84,SERANTES,48,µg/m3,,,,84,
2024-04-1296,,2024-04-12,96,SANTURCE,48,µg/m3,8,,,,
2024-04-1297,,2024-04-12,97,SESTAO,48,µg/m3,,,,,71
2024-04-1254,,2024-04-12,54,ZALLA,48,µg/m3,7,,,,
2024-04-1261,,2024-04-12,61,SANGRONIZ,48,µg/m3,,,14,,
2024-04-12100,,2024-04-12,100,ALONSOTEGI,48,µg/m3,,,8,,
2024-04-12202,,2024-04-12,202,URKIOLA,48,µg/m3,,,,103,
2024-04-12204,,2024-04-12,204,SAN MIGUEL,48,µg/m3,,21,,,
2024-04-13203,3.49,2024-04-13,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1357,2.19,2024-04-13,57,ABANTO,48,µg/m3,,,,,
2024-04-1398,0,2024-04-13,98,MUNOA,48,µg/m3,,,,,
2024-04-1360,1.47,2024-04-13,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1371,4.02,2024-04-13,71,DURANGO,48,µg/m3,,,,,
2024-04-13103,0.81,2024-04-13,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1363,2.91,2024-04-13,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1394,,2024-04-13,94,ZELAIETA PARQUE,48,µg/m3,9,,,,
2024-04-1359,,2024-04-13,59,BARAKALDO,48,µg/m3,18,,,,
2024-04-1381,,2024-04-13,81,Mª DIAZ HARO,48,µg/m3,3,,,,
2024-04-1390,,2024-04-13,90,ALGORTA (BBIZI2),48,µg/m3,6,,,,
2024-04-1356,,2024-04-13,56,ERANDIO,48,µg/m3,6,,,,
2024-04-1391,,2024-04-13,91,ZIERBENA (Puerto),48,µg/m3,,22,,,
2024-04-1395,,2024-04-13,95,MONTORRA,48,µg/m3,7,,,,
2024-04-1393,,2024-04-13,93,CASTREJANA,48,µg/m3,,23,,,
2024-04-1358,,2024-04-13,58,BASAURI,48,µg/m3,6,,,,
2024-04-1362,,2024-04-13,62,EUROPA,48,µg/m3,12,,,,
2024-04-1392,,2024-04-13,92,ARRAIZ (Monte),48,µg/m3,19,,,,
2024-04-13102,,2024-04-13,102,LARRABETZU,48,µg/m3,,,,60,
2024-04-13210,,2024-04-13,210,LEMONA,48,µg/m3,6,,,,
2024-04-1364,,2024-04-13,64,MUNDAKA,48,µg/m3,,,11,,
2024-04-1384,,2024-04-13,84,SERANTES,48,µg/m3,,,,76,
2024-04-1396,,2024-04-13,96,SANTURCE,48,µg/m3,12,,,,
2024-04-1397,,2024-04-13,97,SESTAO,48,µg/m3,,,,,47
2024-04-1354,,2024-04-13,54,ZALLA,48,µg/m3,5,,,,
2024-04-1361,,2024-04-13,61,SANGRONIZ,48,µg/m3,,,21,,
2024-04-13100,,2024-04-13,100,ALONSOTEGI,48,µg/m3,,,10,,
2024-04-13202,,2024-04-13,202,URKIOLA,48,µg/m3,,,,96,
2024-04-13204,,2024-04-13,204,SAN MIGUEL,48,µg/m3,,20,,,
2024-04-14203,2.07,2024-04-14,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1457,1.33,2024-04-14,57,ABANTO,48,µg/m3,,,,,
2024-04-1498,0,2024-04-14,98,MUNOA,48,µg/m3,,,,,
2024-04-1460,0.82,2024-04-14,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1471,1.52,2024-04-14,71,DURANGO,48,µg/m3,,,,,
2024-04-14103,0.44,2024-04-14,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1463,1.76,2024-04-14,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1494,,2024-04-14,94,ZELAIETA PARQUE,48,µg/m3,8,,,,
2024-04-1459,,2024-04-14,59,BARAKALDO,48,µg/m3,14,,,,
2024-04-1481,,2024-04-14,81,Mª DIAZ HARO,48,µg/m3,2,,,,
2024-04-1490,,2024-04-14,90,ALGORTA (BBIZI2),48,µg/m3,0,,,,
2024-04-1456,,2024-04-14,56,ERANDIO,48,µg/m3,4,,,,
2024-04-1491,,2024-04-14,91,ZIERBENA (Puerto),48,µg/m3,,22,,,
2024-04-1495,,2024-04-14,95,MONTORRA,48,µg/m3,6,,,,
2024-04-1493,,2024-04-14,93,CASTREJANA,48,µg/m3,,25,,,
2024-04-1458,,2024-04-14,58,BASAURI,48,µg/m3,5,,,,
2024-04-1462,,2024-04-14,62,EUROPA,48,µg/m3,10,,,,
2024-04-1492,,2024-04-14,92,ARRAIZ (Monte),48,µg/m3,14,,,,
2024-04-14102,,2024-04-14,102,LARRABETZU,48,µg/m3,,,,57,
2024-04-14210,,2024-04-14,210,LEMONA,48,µg/m3,6,,,,
2024-04-1464,,2024-04-14,64,MUNDAKA,48,µg/m3,,,9,,
2024-04-1484,,2024-04-14,84,SERANTES,48,µg/m3,,,,69,
2024-04-1496,,2024-04-14,96,SANTURCE,48,µg/m3,9,,,,
2024-04-1497,,2024-04-14,97,SESTAO,48,µg/m3,,,,,40
2024-04-1454,,2024-04-14,54,ZALLA,48,µg/m3,5,,,,
2024-04-1461,,2024-04-14,61,SANGRONIZ,48,µg/m3,,,15,,
2024-04-14100,,2024-04-14,100,ALONSOTEGI,48,µg/m3,,,14,,
2024-04-14202,,2024-04-14,202,URKIOLA,48,µg/m3,,,,86,
2024-04-14204,,2024-04-14,204,SAN MIGUEL,48,µg/m3,,21,,,
2024-04-15203,1.1,2024-04-15,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1557,0.45,2024-04-15,57,ABANTO,48,µg/m3,,,,,
2024-04-1598,0,2024-04-15,98,MUNOA,48,µg/m3,,,,,
2024-04-1560,0.55,2024-04-15,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1571,1.45,2024-04-15,71,DURANGO,48,µg/m3,,,,,
2024-04-15103,0.06,2024-04-15,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1563,0.6,2024-04-15,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1594,,2024-04-15,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-1559,,2024-04-15,59,BARAKALDO,48,µg/m3,6,,,,
2024-04-1581,,2024-04-15,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-1590,,2024-04-15,90,ALGORTA (BBIZI2),48,µg/m3,4,,,,
2024-04-1556,,2024-04-15,56,ERANDIO,48,µg/m3,1,,,,
2024-04-1591,,2024-04-15,91,ZIERBENA (Puerto),48,µg/m3,,9,,,
2024-04-1595,,2024-04-15,95,MONTORRA,48,µg/m3,5,,,,
2024-04-1593,,2024-04-15,93,CASTREJANA,48,µg/m3,,9,,,
2024-04-1558,,2024-04-15,58,BASAURI,48,µg/m3,2,,,,
2024-04-1562,,2024-04-15,62,EUROPA,48,µg/m3,3,,,,
2024-04-1592,,2024-04-15,92,ARRAIZ (Monte),48,µg/m3,6,,,,
2024-04-15102,,2024-04-15,102,LARRABETZU,48,µg/m3,,,,67,
2024-04-15210,,2024-04-15,210,LEMONA,48,µg/m3,5,,,,
2024-04-1564,,2024-04-15,64,MUNDAKA,48,µg/m3,,,3,,
2024-04-1584,,2024-04-15,84,SERANTES,48,µg/m3,,,,63,
2024-04-1596,,2024-04-15,96,SANTURCE,48,µg/m3,4,,,,
2024-04-1597,,2024-04-15,97,SESTAO,48,µg/m3,,,,,21
2024-04-1554,,2024-04-15,54,ZALLA,48,µg/m3,3,,,,
2024-04-1561,,2024-04-15,61,SANGRONIZ,48,µg/m3,,,4,,
2024-04-15100,,2024-04-15,100,ALONSOTEGI,48,µg/m3,,,3,,
2024-04-15202,,2024-04-15,202,URKIOLA,48,µg/m3,,,,68,
2024-04-15204,,2024-04-15,204,SAN MIGUEL,48,µg/m3,,11,,,
2024-04-16203,1.76,2024-04-16,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1657,0.59,2024-04-16,57,ABANTO,48,µg/m3,,,,,
2024-04-1698,0.41,2024-04-16,98,MUNOA,48,µg/m3,,,,,
2024-04-1660,0.56,2024-04-16,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1671,2.52,2024-04-16,71,DURANGO,48,µg/m3,,,,,
2024-04-16103,0.04,2024-04-16,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1663,0.52,2024-04-16,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1694,,2024-04-16,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-1659,,2024-04-16,59,BARAKALDO,48,µg/m3,6,,,,
2024-04-1681,,2024-04-16,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-1690,,2024-04-16,90,ALGORTA (BBIZI2),48,µg/m3,4,,,,
2024-04-1656,,2024-04-16,56,ERANDIO,48,µg/m3,1,,,,
2024-04-1691,,2024-04-16,91,ZIERBENA (Puerto),48,µg/m3,,21,,,
2024-04-1695,,2024-04-16,95,MONTORRA,48,µg/m3,5,,,,
2024-04-1693,,2024-04-16,93,CASTREJANA,48,µg/m3,,14,,,
2024-04-1658,,2024-04-16,58,BASAURI,48,µg/m3,2,,,,
2024-04-1662,,2024-04-16,62,EUROPA,48,µg/m3,2,,,,
2024-04-1692,,2024-04-16,92,ARRAIZ (Monte),48,µg/m3,6,,,,
2024-04-16102,,2024-04-16,102,LARRABETZU,48,µg/m3,,,,76,
2024-04-16210,,2024-04-16,210,LEMONA,48,µg/m3,5,,,,
2024-04-1664,,2024-04-16,64,MUNDAKA,48,µg/m3,,,4,,
2024-04-1684,,2024-04-16,84,SERANTES,48,µg/m3,,,,0,
2024-04-1696,,2024-04-16,96,SANTURCE,48,µg/m3,5,,,,
2024-04-1697,,2024-04-16,97,SESTAO,48,µg/m3,,,,,18
2024-04-1654,,2024-04-16,54,ZALLA,48,µg/m3,3,,,,
2024-04-1661,,2024-04-16,61,SANGRONIZ,48,µg/m3,,,6,,
2024-04-16100,,2024-04-16,100,ALONSOTEGI,48,µg/m3,,,3,,
2024-04-16202,,2024-04-16,202,URKIOLA,48,µg/m3,,,,88,
2024-04-16204,,2024-04-16,204,SAN MIGUEL,48,µg/m3,,14,,,
2024-04-17203,0.58,2024-04-17,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1757,0.41,2024-04-17,57,ABANTO,48,µg/m3,,,,,
2024-04-1798,0.38,2024-04-17,98,MUNOA,48,µg/m3,,,,,
2024-04-1760,0.44,2024-04-17,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1771,2.45,2024-04-17,71,DURANGO,48,µg/m3,,,,,
2024-04-17103,0.08,2024-04-17,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1763,0.57,2024-04-17,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1794,,2024-04-17,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-1759,,2024-04-17,59,BARAKALDO,48,µg/m3,6,,,,
2024-04-1781,,2024-04-17,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-1790,,2024-04-17,90,ALGORTA (BBIZI2),48,µg/m3,4,,,,
2024-04-1756,,2024-04-17,56,ERANDIO,48,µg/m3,1,,,,
2024-04-1791,,2024-04-17,91,ZIERBENA (Puerto),48,µg/m3,,9,,,
2024-04-1795,,2024-04-17,95,MONTORRA,48,µg/m3,5,,,,
2024-04-1793,,2024-04-17,93,CASTREJANA,48,µg/m3,,6,,,
2024-04-1758,,2024-04-17,58,BASAURI,48,µg/m3,2,,,,
2024-04-1762,,2024-04-17,62,EUROPA,48,µg/m3,2,,,,
2024-04-1792,,2024-04-17,92,ARRAIZ (Monte),48,µg/m3,5,,,,
2024-04-17102,,2024-04-17,102,LARRABETZU,48,µg/m3,,,,76,
2024-04-17210,,2024-04-17,210,LEMONA,48,µg/m3,5,,,,
2024-04-1764,,2024-04-17,64,MUNDAKA,48,µg/m3,,,3,,
2024-04-1784,,2024-04-17,84,SERANTES,48,µg/m3,,,,78,
2024-04-1796,,2024-04-17,96,SANTURCE,48,µg/m3,5,,,,
2024-04-1797,,2024-04-17,97,SESTAO,48,µg/m3,,,,,19
2024-04-1754,,2024-04-17,54,ZALLA,48,µg/m3,3,,,,
2024-04-1761,,2024-04-17,61,SANGRONIZ,48,µg/m3,,,3,,
2024-04-17100,,2024-04-17,100,ALONSOTEGI,48,µg/m3,,,2,,
2024-04-17202,,2024-04-17,202,URKIOLA,48,µg/m3,,,,88,
2024-04-17204,,2024-04-17,204,SAN MIGUEL,48,µg/m3,,9,,,
2024-04-18203,1.49,2024-04-18,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1857,0.63,2024-04-18,57,ABANTO,48,µg/m3,,,,,
2024-04-1898,0.72,2024-04-18,98,MUNOA,48,µg/m3,,,,,
2024-04-1860,0.76,2024-04-18,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1871,2.68,2024-04-18,71,DURANGO,48,µg/m3,,,,,
2024-04-18103,0.16,2024-04-18,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1863,0.85,2024-04-18,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1894,,2024-04-18,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-1859,,2024-04-18,59,BARAKALDO,48,µg/m3,5,,,,
2024-04-1881,,2024-04-18,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-1890,,2024-04-18,90,ALGORTA (BBIZI2),48,µg/m3,4,,,,
2024-04-1856,,2024-04-18,56,ERANDIO,48,µg/m3,1,,,,
2024-04-1891,,2024-04-18,91,ZIERBENA (Puerto),48,µg/m3,,10,,,
2024-04-1895,,2024-04-18,95,MONTORRA,48,µg/m3,5,,,,
2024-04-1893,,2024-04-18,93,CASTREJANA,48,µg/m3,,7,,,
2024-04-1858,,2024-04-18,58,BASAURI,48,µg/m3,2,,,,
2024-04-1862,,2024-04-18,62,EUROPA,48,µg/m3,2,,,,
2024-04-1892,,2024-04-18,92,ARRAIZ (Monte),48,µg/m3,5,,,,
2024-04-18102,,2024-04-18,102,LARRABETZU,48,µg/m3,,,,56,
2024-04-18210,,2024-04-18,210,LEMONA,48,µg/m3,5,,,,
2024-04-1864,,2024-04-18,64,MUNDAKA,48,µg/m3,,,3,,
2024-04-1884,,2024-04-18,84,SERANTES,48,µg/m3,,,,75,
2024-04-1896,,2024-04-18,96,SANTURCE,48,µg/m3,5,,,,
2024-04-1897,,2024-04-18,97,SESTAO,48,µg/m3,,,,,25
2024-04-1854,,2024-04-18,54,ZALLA,48,µg/m3,5,,,,
2024-04-1861,,2024-04-18,61,SANGRONIZ,48,µg/m3,,,3,,
2024-04-18100,,2024-04-18,100,ALONSOTEGI,48,µg/m3,,,2,,
2024-04-18202,,2024-04-18,202,URKIOLA,48,µg/m3,,,,84,
2024-04-18204,,2024-04-18,204,SAN MIGUEL,48,µg/m3,,12,,,
2024-04-19203,1.44,2024-04-19,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-1957,1.31,2024-04-19,57,ABANTO,48,µg/m3,,,,,
2024-04-1998,0.77,2024-04-19,98,MUNOA,48,µg/m3,,,,,
2024-04-1960,1.16,2024-04-19,60,MAZARREDO,48,µg/m3,,,,,
2024-04-1971,3.28,2024-04-19,71,DURANGO,48,µg/m3,,,,,
2024-04-19103,1.28,2024-04-19,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-1963,1.24,2024-04-19,63,MUSKIZ,48,µg/m3,,,,,
2024-04-1994,,2024-04-19,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-1959,,2024-04-19,59,BARAKALDO,48,µg/m3,9,,,,
2024-04-1981,,2024-04-19,81,Mª DIAZ HARO,48,µg/m3,2,,,,
2024-04-1990,,2024-04-19,90,ALGORTA (BBIZI2),48,µg/m3,5,,,,
2024-04-1956,,2024-04-19,56,ERANDIO,48,µg/m3,3,,,,
2024-04-1991,,2024-04-19,91,ZIERBENA (Puerto),48,µg/m3,,14,,,
2024-04-1995,,2024-04-19,95,MONTORRA,48,µg/m3,6,,,,
2024-04-1993,,2024-04-19,93,CASTREJANA,48,µg/m3,,10,,,
2024-04-1958,,2024-04-19,58,BASAURI,48,µg/m3,3,,,,
2024-04-1962,,2024-04-19,62,EUROPA,48,µg/m3,4,,,,
2024-04-1992,,2024-04-19,92,ARRAIZ (Monte),48,µg/m3,6,,,,
2024-04-19102,,2024-04-19,102,LARRABETZU,48,µg/m3,,,,49,
2024-04-19210,,2024-04-19,210,LEMONA,48,µg/m3,5,,,,
2024-04-1964,,2024-04-19,64,MUNDAKA,48,µg/m3,,,3,,
2024-04-1984,,2024-04-19,84,SERANTES,48,µg/m3,,,,73,
2024-04-1996,,2024-04-19,96,SANTURCE,48,µg/m3,6,,,,
2024-04-1997,,2024-04-19,97,SESTAO,48,µg/m3,,,,,39
2024-04-1954,,2024-04-19,54,ZALLA,48,µg/m3,5,,,,
2024-04-1961,,2024-04-19,61,SANGRONIZ,48,µg/m3,,,8,,
2024-04-19100,,2024-04-19,100,ALONSOTEGI,48,µg/m3,,,4,,
2024-04-19202,,2024-04-19,202,URKIOLA,48,µg/m3,,,,87,
2024-04-19204,,2024-04-19,204,SAN MIGUEL,48,µg/m3,,18,,,
2024-04-20203,0,2024-04-20,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-2057,1.05,2024-04-20,57,ABANTO,48,µg/m3,,,,,
2024-04-2098,0.5,2024-04-20,98,MUNOA,48,µg/m3,,,,,
2024-04-2060,1.08,2024-04-20,60,MAZARREDO,48,µg/m3,,,,,
2024-04-2071,2.35,2024-04-20,71,DURANGO,48,µg/m3,,,,,
2024-04-20103,0.28,2024-04-20,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-2063,1.29,2024-04-20,63,MUSKIZ,48,µg/m3,,,,,
2024-04-2094,,2024-04-20,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-2059,,2024-04-20,59,BARAKALDO,48,µg/m3,6,,,,
2024-04-2081,,2024-04-20,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-2090,,2024-04-20,90,ALGORTA (BBIZI2),48,µg/m3,5,,,,
2024-04-2056,,2024-04-20,56,ERANDIO,48,µg/m3,5,,,,
2024-04-2091,,2024-04-20,91,ZIERBENA (Puerto),48,µg/m3,,11,,,
2024-04-2095,,2024-04-20,95,MONTORRA,48,µg/m3,5,,,,
2024-04-2093,,2024-04-20,93,CASTREJANA,48,µg/m3,,11,,,
2024-04-2058,,2024-04-20,58,BASAURI,48,µg/m3,4,,,,
2024-04-2062,,2024-04-20,62,EUROPA,48,µg/m3,6,,,,
2024-04-2092,,2024-04-20,92,ARRAIZ (Monte),48,µg/m3,5,,,,
2024-04-20102,,2024-04-20,102,LARRABETZU,48,µg/m3,,,,53,
2024-04-20210,,2024-04-20,210,LEMONA,48,µg/m3,5,,,,
2024-04-2064,,2024-04-20,64,MUNDAKA,48,µg/m3,,,4,,
2024-04-2084,,2024-04-20,84,SERANTES,48,µg/m3,,,,76,
2024-04-2096,,2024-04-20,96,SANTURCE,48,µg/m3,5,,,,
2024-04-2097,,2024-04-20,97,SESTAO,48,µg/m3,,,,,26
2024-04-2054,,2024-04-20,54,ZALLA,48,µg/m3,7,,,,
2024-04-2061,,2024-04-20,61,SANGRONIZ,48,µg/m3,,,10,,
2024-04-20100,,2024-04-20,100,ALONSOTEGI,48,µg/m3,,,4,,
2024-04-20202,,2024-04-20,202,URKIOLA,48,µg/m3,,,,93,
2024-04-20204,,2024-04-20,204,SAN MIGUEL,48,µg/m3,,13,,,
2024-04-21203,0.09,2024-04-21,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-2157,0.57,2024-04-21,57,ABANTO,48,µg/m3,,,,,
2024-04-2198,0.32,2024-04-21,98,MUNOA,48,µg/m3,,,,,
2024-04-2160,0.61,2024-04-21,60,MAZARREDO,48,µg/m3,,,,,
2024-04-2171,0.98,2024-04-21,71,DURANGO,48,µg/m3,,,,,
2024-04-21103,0.25,2024-04-21,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-2163,1.04,2024-04-21,63,MUSKIZ,48,µg/m3,,,,,
2024-04-2194,,2024-04-21,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-2159,,2024-04-21,59,BARAKALDO,48,µg/m3,5,,,,
2024-04-2181,,2024-04-21,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-2190,,2024-04-21,90,ALGORTA (BBIZI2),48,µg/m3,5,,,,
2024-04-2156,,2024-04-21,56,ERANDIO,48,µg/m3,2,,,,
2024-04-2191,,2024-04-21,91,ZIERBENA (Puerto),48,µg/m3,,11,,,
2024-04-2195,,2024-04-21,95,MONTORRA,48,µg/m3,5,,,,
2024-04-2193,,2024-04-21,93,CASTREJANA,48,µg/m3,,9,,,
2024-04-2158,,2024-04-21,58,BASAURI,48,µg/m3,4,,,,
2024-04-2162,,2024-04-21,62,EUROPA,48,µg/m3,4,,,,
2024-04-2192,,2024-04-21,92,ARRAIZ (Monte),48,µg/m3,4,,,,
2024-04-21102,,2024-04-21,102,LARRABETZU,48,µg/m3,,,,57,
2024-04-21210,,2024-04-21,210,LEMONA,48,µg/m3,5,,,,
2024-04-2164,,2024-04-21,64,MUNDAKA,48,µg/m3,,,4,,
2024-04-2184,,2024-04-21,84,SERANTES,48,µg/m3,,,,75,
2024-04-2196,,2024-04-21,96,SANTURCE,48,µg/m3,5,,,,
2024-04-2197,,2024-04-21,97,SESTAO,48,µg/m3,,,,,15
2024-04-2154,,2024-04-21,54,ZALLA,48,µg/m3,6,,,,
2024-04-2161,,2024-04-21,61,SANGRONIZ,48,µg/m3,,,6,,
2024-04-21100,,2024-04-21,100,ALONSOTEGI,48,µg/m3,,,5,,
2024-04-21202,,2024-04-21,202,URKIOLA,48,µg/m3,,,,85,
2024-04-21204,,2024-04-21,204,SAN MIGUEL,48,µg/m3,,12,,,
2024-04-22203,0.13,2024-04-22,203,LAS CARRERAS,48,µg/m3,,,,,
2024-04-2257,0.31,2024-04-22,57,ABANTO,48,µg/m3,,,,,
2024-04-2298,0.18,2024-04-22,98,MUNOA,48,µg/m3,,,,,
2024-04-2260,0.3,2024-04-22,60,MAZARREDO,48,µg/m3,,,,,
2024-04-2271,2.14,2024-04-22,71,DURANGO,48,µg/m3,,,,,
2024-04-22103,0.1,2024-04-22,103,SAN JULIAN,48,µg/m3,,,,,
2024-04-2263,2.02,2024-04-22,63,MUSKIZ,48,µg/m3,,,,,
2024-04-2294,,2024-04-22,94,ZELAIETA PARQUE,48,µg/m3,6,,,,
2024-04-2259,,2024-04-22,59,BARAKALDO,48,µg/m3,4,,,,
2024-04-2281,,2024-04-22,81,Mª DIAZ HARO,48,µg/m3,1,,,,
2024-04-2290,,2024-04-22,90,ALGORTA (BBIZI2),48,µg/m3,4,,,,
2024-04-2256,,2024-04-22,56,ERANDIO,48,µg/m3,1,,,,
2024-04-2291,,2024-04-22,91,ZIERBENA (Puerto),48,µg/m3,,11,,,
2024-04-2295,,2024-04-22,95,MONTORRA,48,µg/m3,5,,,,
2024-04-2293,,2024-04-22,93,CASTREJANA,48,µg/m3,,10,,,
2024-04-2258,,2024-04-22,58,BASAURI,48,µg/m3,2,,,,
2024-04-2262,,2024-04-22,62,EUROPA,48,µg/m3,2,,,,
2024-04-2292,,2024-04-22,92,ARRAIZ (Monte),48,µg/m3,4,,,,
2024-04-22102,,2024-04-22,102,LARRABETZU,48,µg/m3,,,,86,
2024-04-22210,,2024-04-22,210,LEMONA,48,µg/m3,5,,,,
2024-04-2264,,2024-04-22,64,MUNDAKA,48,µg/m3,,,3,,
2024-04-2284,,2024-04-22,84,SERANTES,48,µg/m3,,,,79,
2024-04-2296,,2024-04-22,96,SANTURCE,48,µg/m3,5,,,,
2024-04-2297,,2024-04-22,97,SESTAO,48,µg/m3,,,,,12
2024-04-2254,,2024-04-22,54,ZALLA,48,µg/m3,5,,,,
