_id,afluencia,año,fecha,mes,meterId,source,vehiculos,vel_circulacion,vel_media
1069_2024-06-06,0,2024,2024-06-06,1,1069,6,17590,1,0
1069_2024-06-07,0,2024,2024-06-07,1,1069,6,15771,1,0
1069_2024-06-08,4,2024,2024-06-08,1,1069,6,11416,1,0
1069_2024-06-09,0,2024,2024-06-09,1,1069,6,13831,1,0
1069_2024-06-10,3,2024,2024-06-10,1,1069,6,21763,1,0
1069_2024-06-11,0,2024,2024-06-11,1,1069,6,18122,1,0
1069_2024-06-12,0,2024,2024-06-12,1,1069,6,15329,1,0
1069_2024-06-13,0,2024,2024-06-13,1,1069,6,17641,1,0
1069_2024-06-14,3,2024,2024-06-14,1,1069,6,24537,1,0
1069_2024-06-15,0,2024,2024-06-15,1,1069,6,16906,1,0
1069_2024-06-16,4,2024,2024-06-16,1,1069,6,10441,1,0
1069_2024-06-17,0,2024,2024-06-17,1,1069,6,15375,1,0
1069_2024-06-18,0,2024,2024-06-18,1,1069,6,16514,1,0
1069_2024-06-19,3,2024,2024-06-19,1,1069,6,23377,1,0
1069_2024-06-20,3,2024,2024-06-20,1,1069,6,24396,1,0
1069_2024-06-21,0,2024,2024-06-21,1,1069,6,17611,1,0
1069_2024-06-22,4,2024,2024-06-22,1,1069,6,10831,1,0
1069_2024-06-23,4,2024,2024-06-23,1,1069,6,8849,1,0
1069_2024-06-24,0,2024,2024-06-24,1,1069,6,17067,1,0
1069_2024-06-25,0,2024,2024-06-25,1,1069,6,16151,1,0
1069_2024-06-26,0,2024,2024-06-26,1,1069,6,17311,1,0
1069_2024-06-27,0,2024,2024-06-27,1,1069,6,19201,1,0
1069_2024-06-28,3,2024,2024-06-28,1,1069,6,26616,1,0
1069_2024-06-29,4,2024,2024-06-29,1,1069,6,11730,1,0
1069_2024-06-30,4,2024,2024-06-30,1,1069,6,9505,1,0
1069_2024-07-01,0,2024,2024-07-01,1,1069,6,17471,1,0
1069_2024-07-02,0,2024,2024-07-02,1,1069,6,17139,1,0
1069_2024-07-03,0,2024,2024-07-03,1,1069,6,16084,1,0
1069_2024-07-04,0,2024,2024-07-04,1,1069,6,16341,1,0
1069_2024-07-05,0,2024,2024-07-05,1,1069,6,17052,1,0
1069_2024-07-06,4,2024,2024-07-06,1,1069,6,10495,1,0
1069_2024-07-07,4,2024,2024-07-07,1,1069,6,8788,1,0
1069_2024-07-08,0,2024,2024-07-08,1,1069,6,17639,1,0
1069_2024-07-09,0,2024,2024-07-09,1,1069,6,16692,1,0
1069_2024-07-10,3,2024,2024-07-10,1,1069,6,26010,1,0
1069_2024-07-11,0,2024,2024-07-11,1,1069,6,18606,1,0
1069_2024-07-12,0,2024,2024-07-12,1,1069,6,17199,1,0
1069_2024-07-13,4,2024,2024-07-13,1,1069,6,12361,1,0
1069_2024-07-14,4,2024,2024-07-14,1,1069,6,10289,1,0
1069_2024-07-15,0,2024,2024-07-15,1,1069,6,18660,1,0
1069_2024-07-16,0,2024,2024-07-16,1,1069,6,16361,1,0
1069_2024-07-17,0,2024,2024-07-17,1,1069,6,15739,1,0
1069_2024-07-18,0,2024,2024-07-18,1,1069,6,16931,1,0
1069_2024-07-19,0,2024,2024-07-19,1,1069,6,18457,1,0
1069_2024-07-20,4,2024,2024-07-20,1,1069,6,12149,1,0
1069_2024-07-21,4,2024,2024-07-21,1,1069,6,9027,1,0
1069_2024-07-22,0,2024,2024-07-22,1,1069,6,16327,1,0
1069_2024-07-23,0,2024,2024-07-23,1,1069,6,17836,1,0
1069_2024-07-24,0,2024,2024-07-24,1,1069,6,18888,1,0
1069_2024-07-25,4,2024,2024-07-25,1,1069,6,5782,1,0
1069_2024-07-26,0,2024,2024-07-26,1,1069,6,13127,1,0
1069_2024-07-27,4,2024,2024-07-27,1,1069,6,8242,1,0
1069_2024-07-28,4,2024,2024-07-28,1,1069,6,8226,1,0
1069_2024-07-29,0,2024,2024-07-29,1,1069,6,16677,1,0
1069_2024-07-30,0,2024,2024-07-30,1,1069,6,20462,1,0
1069_2024-07-31,0,2024,2024-07-31,1,1069,6,13461,1,0
1069_2024-08-01,0,2024,2024-08-01,1,1069,6,17157,1,0
1069_2024-08-02,0,2024,2024-08-02,1,1069,6,17082,1,0
645_2024-08-03,2,2024,2024-08-03,1,645,6,0,1,0
1069_2024-08-03,4,2024,2024-08-03,1,1069,6,8373,1,0
55_2024-01-27,2,2024,2024-01-27,2,55,5,1254,1,4.461538461538462
56_2024-04-27,2,2024,2024-04-27,2,56,5,2303,4,14.5
645_2024-08-04,2,2024,2024-08-04,2,645,6,0,1,0
645_2024-08-06,2,2024,2024-08-06,2,645,6,0,1,0
645_2024-08-05,2,2024,2024-08-05,2,645,6,0,1,0
645_2024-08-07,2,2024,2024-08-07,2,645,6,0,1,0
1069_2024-08-05,2,2024,2024-08-05,2,1069,6,4360,1,0
1069_2024-08-04,2,2024,2024-08-04,2,1069,6,3917,1,0
1069_2024-08-06,4,2024,2024-08-06,2,1069,6,6565,1,0
1069_2024-08-07,2,2024,2024-08-07,2,1069,6,83,1,0
